id;merchant_reference;amount;created_at
d59292a2898a;padberg_group;493.08;2023-05-30
87099384735f;padberg_group;246.18;2023-05-30
bac5771f16f9;padberg_group;364.36;2023-05-30
f347ccc775d7;padberg_group;102.58;2023-05-30
e2cf84cd2485;padberg_group;440.85;2023-05-30
5d1e72c574a7;padberg_group;322.28;2023-05-30
1a74b51412a4;padberg_group;219.54;2023-05-30
795ac0cb94fa;padberg_group;259.4;2023-05-30
f257aee0db4f;padberg_group;124.72;2023-05-30
c2381224b0da;padberg_group;54.77;2023-05-30
f6e284669268;padberg_group;179.79;2023-05-31
62425c15eb10;padberg_group;358.42;2023-05-31
2537b4a571d5;padberg_group;234.24;2023-05-31
64f7dc154812;padberg_group;175.67;2023-05-31
13f20df0210a;padberg_group;463.64;2023-05-31
82bf3cca4c75;padberg_group;255.49;2023-05-31
167b226a3205;padberg_group;60.52;2023-05-31
18e911616008;padberg_group;119.48;2023-05-31
c0d174bc25df;padberg_group;290.23;2023-05-31
e81d8d165f84;padberg_group;453.25;2023-05-31
0f0aecab2b2d;padberg_group;465.96;2023-05-31
75cf390bf5dc;padberg_group;380.11;2023-05-31
b20cd9f82327;padberg_group;177.25;2023-05-31
5da04dafde2a;padberg_group;341.32;2023-05-31
8933246ae512;padberg_group;173.22;2023-05-31
22d52db25ac2;padberg_group;58.97;2023-05-31
868005457727;padberg_group;308.84;2023-05-31
5493f9b7e7eb;padberg_group;172.41;2023-05-31
17cdaa733537;padberg_group;245.97;2023-05-31
fbca61a60531;padberg_group;111.15;2023-05-31
3a4917fbe028;padberg_group;291.99;2023-05-31
a4f4b4278d87;padberg_group;167.12;2023-05-31
bcecff6a99de;padberg_group;146.28;2023-06-01
88352ab872bf;padberg_group;310.84;2023-06-01
a917977408fb;padberg_group;204.73;2023-06-01
882964f27663;padberg_group;368.38;2023-06-01
b99ed10c74d9;padberg_group;199.82;2023-06-01
56b5a723edd9;padberg_group;368.99;2023-06-01
e769ae7cc366;padberg_group;359.99;2023-06-01
0e239cf15479;padberg_group;416.71;2023-06-01
cd3d897d2898;padberg_group;244.31;2023-06-01
7605fe6554e6;padberg_group;305.26;2023-06-01
c4e6fbd06450;padberg_group;110.02;2023-06-01
441c99bb19b1;padberg_group;168.59;2023-06-01
88d9397fa613;padberg_group;87.91;2023-06-01
b7e6f20fe757;padberg_group;496.76;2023-06-01
b4d5e630aba0;padberg_group;275.35;2023-06-01
d6cb5bc29b4f;padberg_group;150.2;2023-06-01
09745977a6c1;padberg_group;410.04;2023-06-01
6bd908129a1e;padberg_group;444.27;2023-06-01
3a7a7e147df0;padberg_group;272.72;2023-06-01
e7bc712e4d56;padberg_group;122.16;2023-06-01
b3b3a3a0f126;padberg_group;297.03;2023-06-01
035d7a97298e;padberg_group;397.29;2023-06-01
b50afd6d72a2;padberg_group;361.04;2023-06-01
e74539d13326;padberg_group;398.57;2023-06-01
2bb16f04295d;padberg_group;182.1;2023-06-01
1257a836277e;padberg_group;428.79;2023-06-01
0bfccd799a5a;padberg_group;362.67;2023-06-01
67ff21926a89;padberg_group;450.21;2023-06-01
01abf1189585;padberg_group;294.47;2023-06-01
76e04c8986ef;padberg_group;218.05;2023-06-01
7360f4e74b5e;padberg_group;35.25;2023-06-01
0a68c249b7ce;padberg_group;375.7;2023-06-01
684faa400c38;padberg_group;230.43;2023-06-01
23cd90882fd8;padberg_group;204.39;2023-06-01
eb1ecee910e7;padberg_group;393.48;2023-06-01
2a5049216461;padberg_group;175.72;2023-06-01
e742beb420e6;padberg_group;97.5;2023-06-01
56bf5f606909;padberg_group;41.67;2023-06-01
4372af0fac83;padberg_group;372.4;2023-06-01
1d0cae868994;padberg_group;256.39;2023-06-01
7b58f939aad4;padberg_group;35.18;2023-06-01
d3ff22d2ea3b;padberg_group;242.35;2023-06-01
2c15ee28d8c9;padberg_group;106.36;2023-06-01
cacd2198a21b;padberg_group;172.85;2023-06-02
1dd1760c4118;padberg_group;412.59;2023-06-02
3f9e15d9bef1;padberg_group;219.92;2023-06-02
ce661fd3b36d;padberg_group;497.43;2023-06-02
e670d9db551a;padberg_group;459.02;2023-06-02
e7c5f4c4b529;padberg_group;342.16;2023-06-02
afab11a8b3df;padberg_group;455.75;2023-06-02
dd71014bbebe;padberg_group;193.05;2023-06-02
f3e027225df2;padberg_group;90.0;2023-06-02
26056449d1c1;padberg_group;210.14;2023-06-02
35aedb486e60;padberg_group;445.38;2023-06-02
ea769e882c58;padberg_group;406.59;2023-06-02
5b7fb9be0eb2;padberg_group;221.69;2023-06-02
ca8c498e9f4b;padberg_group;211.26;2023-06-02
60c8424d6549;padberg_group;163.43;2023-06-02
ae1428f47211;padberg_group;422.53;2023-06-02
782626e86f5c;padberg_group;371.24;2023-06-02
e184e984a005;padberg_group;201.46;2023-06-03
02ac70de169a;padberg_group;92.79;2023-06-03
a4f8b1a33468;padberg_group;453.82;2023-06-03
388daa2b2d62;padberg_group;204.43;2023-06-03
a476e7fa5f3b;padberg_group;320.77;2023-06-03
eff9334b37b8;padberg_group;269.49;2023-06-03
551a3b902f43;padberg_group;370.44;2023-06-03
0084cb3a6fee;padberg_group;185.09;2023-06-03
a45e64b71a1f;padberg_group;89.69;2023-06-03
d77937db1ff3;padberg_group;98.64;2023-06-03
e97252bebcb4;padberg_group;350.3;2023-06-03
77b969e62696;padberg_group;435.94;2023-06-03
bebdbbb4f2ff;padberg_group;367.62;2023-06-03
b6f62ced6656;padberg_group;499.12;2023-06-03
be2c5334ecea;padberg_group;73.62;2023-06-03
de72e4ee77a6;padberg_group;472.39;2023-06-03
53fa233ca21e;padberg_group;296.26;2023-06-03
f14d54ab5f15;padberg_group;133.17;2023-06-03
ab4cd7fcdbdf;padberg_group;458.72;2023-06-03
0a18d6aa27b8;padberg_group;127.93;2023-06-03
7e8f4adb1144;padberg_group;121.42;2023-06-03
2f8282cbe19a;padberg_group;411.44;2023-06-03
705f8fa65d44;padberg_group;330.36;2023-06-03
48f3095fa427;padberg_group;188.89;2023-06-03
8b3abd963165;padberg_group;269.06;2023-06-03
9ff5e705f8fb;padberg_group;288.19;2023-06-03
36ed4fdd09d0;padberg_group;421.23;2023-06-03
bb2290548573;padberg_group;69.44;2023-06-03
905f0639dab2;padberg_group;440.87;2023-06-03
7fe9bca61370;padberg_group;31.35;2023-06-03
1e525a95e235;padberg_group;231.1;2023-06-03
9f80964595d2;padberg_group;474.33;2023-06-03
30f9f855d14b;padberg_group;244.21;2023-06-03
d3459c32e24e;padberg_group;176.68;2023-06-03
5977171f3365;padberg_group;417.69;2023-06-03
9008ee90f521;padberg_group;242.92;2023-06-03
417fda54324d;padberg_group;481.21;2023-06-03
9393d46bcac1;padberg_group;220.3;2023-06-03
03f0caff2f63;padberg_group;99.34;2023-06-03
395bca236aa1;padberg_group;441.91;2023-06-03
3b2bf3eddbd7;padberg_group;41.45;2023-06-03
caef2654269e;padberg_group;260.35;2023-06-03
098eb5bdc38b;padberg_group;136.13;2023-06-03
c30fc14b8dc2;padberg_group;159.49;2023-06-03
fa8fe96ea1c4;padberg_group;475.62;2023-06-03
e59e8c473aaf;padberg_group;197.8;2023-06-03
29f94162675f;padberg_group;237.06;2023-06-03
d554f4a33c0c;padberg_group;331.85;2023-06-03
0575d65d5a3a;padberg_group;402.87;2023-06-03
9dae21abff6e;padberg_group;111.21;2023-06-03
97527ba333ce;padberg_group;147.58;2023-06-04
d049831108ec;padberg_group;240.46;2023-06-04
0a2053bb17d5;padberg_group;34.4;2023-06-04
8dbbd8d60606;padberg_group;402.54;2023-06-04
70d7215f0364;padberg_group;353.3;2023-06-04
f602e876dcd6;padberg_group;363.34;2023-06-04
191d09b4144e;padberg_group;201.35;2023-06-04
e88616cd180f;padberg_group;301.12;2023-06-04
b3a5a8774830;padberg_group;76.4;2023-06-04
fbf0950f1580;padberg_group;114.75;2023-06-04
a17af84f265f;padberg_group;377.66;2023-06-04
588949ccdfb2;padberg_group;412.92;2023-06-04
9f9ad536d885;padberg_group;310.11;2023-06-04
313b2efa9075;padberg_group;410.73;2023-06-04
013e12c11b89;padberg_group;373.09;2023-06-04
2e19e6462453;padberg_group;52.19;2023-06-04
81b8fb68b522;padberg_group;404.24;2023-06-04
07364f21891a;padberg_group;365.99;2023-06-04
7d86a5ec075e;padberg_group;132.75;2023-06-04
1722f97078af;padberg_group;481.7;2023-06-04
74ae3ed94531;padberg_group;34.28;2023-06-04
59a66689222a;padberg_group;223.55;2023-06-04
5d24a1fde23a;padberg_group;420.65;2023-06-04
c5b2b7ea5bc2;padberg_group;187.77;2023-06-04
d06d638b14bb;padberg_group;284.45;2023-06-04
2ac023a41932;padberg_group;341.32;2023-06-04
b5561ad9137e;padberg_group;94.62;2023-06-05
4c437fabd6ed;padberg_group;360.1;2023-06-05
972cb89cac8a;padberg_group;410.26;2023-06-05
05b5f012371c;padberg_group;182.43;2023-06-05
107348ad5ac2;padberg_group;229.39;2023-06-05
20c431e38d87;padberg_group;153.85;2023-06-05
c71b7f158216;padberg_group;407.58;2023-06-05
38f841116525;padberg_group;39.72;2023-06-05
42bdb24e3858;padberg_group;36.81;2023-06-05
f37a4f79f289;padberg_group;338.82;2023-06-05
84175d5b5d8d;padberg_group;215.21;2023-06-05
44ce361b74f5;padberg_group;95.37;2023-06-06
5572ea8e80c8;padberg_group;80.85;2023-06-06
8690696d7a09;padberg_group;39.95;2023-06-06
0cf45d2d9e46;padberg_group;464.78;2023-06-06
0a2ded9954f1;padberg_group;384.18;2023-06-06
312bf6a8d9ab;padberg_group;221.24;2023-06-06
70c4d2cfc565;padberg_group;153.65;2023-06-06
93e7921ab8aa;padberg_group;437.66;2023-06-06
110556895ff9;padberg_group;74.91;2023-06-06
a3d102038cfd;padberg_group;171.45;2023-06-06
d86242afa479;padberg_group;175.44;2023-06-06
5255108b6cb9;padberg_group;130.07;2023-06-06
b354aa87c07f;padberg_group;152.77;2023-06-06
ae910e46c161;padberg_group;233.69;2023-06-06
f3b702c39cb8;padberg_group;426.72;2023-06-06
02f8ff36a69c;padberg_group;238.22;2023-06-06
ab6a5d60a3e0;padberg_group;163.68;2023-06-06
7394ccd5184d;padberg_group;202.02;2023-06-06
40e156360caf;padberg_group;40.35;2023-06-06
d4ef8e0bb5e0;padberg_group;169.13;2023-06-06
9ae948014b68;padberg_group;378.85;2023-06-06
7fa5fac9328b;padberg_group;239.52;2023-06-06
22e519347f6e;padberg_group;160.99;2023-06-06
79395a675759;padberg_group;302.35;2023-06-06
078a322180b0;padberg_group;260.5;2023-06-06
eb7670f65724;padberg_group;172.93;2023-06-06
11bc162c2788;padberg_group;91.58;2023-06-06
0b9cc2409f24;padberg_group;363.0;2023-06-06
b056191b062b;padberg_group;484.22;2023-06-06
7700a5c60dae;padberg_group;148.6;2023-06-06
7207bc76ad23;padberg_group;277.07;2023-06-06
1c7059517520;padberg_group;478.16;2023-06-06
aee0ff80a219;padberg_group;210.09;2023-06-06
2ab1d76a4f8a;padberg_group;84.57;2023-06-06
3629bf8c2b7a;padberg_group;86.07;2023-06-06
1422296fb246;padberg_group;472.38;2023-06-06
acbea7560421;padberg_group;157.83;2023-06-06
c47fe902ec01;padberg_group;125.73;2023-06-06
0bb4566b60f1;padberg_group;398.42;2023-06-06
1bca73ca7617;padberg_group;252.5;2023-06-06
72dbb9c9eb8b;padberg_group;240.04;2023-06-06
2cc347842ad2;padberg_group;335.45;2023-06-06
2791a008db76;padberg_group;203.1;2023-06-06
ec48bab7656e;padberg_group;93.46;2023-06-06
e8311a57bf75;padberg_group;187.85;2023-06-06
a55e2e24de22;padberg_group;210.06;2023-06-06
963d5331f9bb;padberg_group;461.85;2023-06-07
cd39a34c1ba7;padberg_group;267.77;2023-06-07
b2ce3598d80d;padberg_group;452.99;2023-06-07
620174d53a31;padberg_group;150.6;2023-06-07
84fbbf612c52;padberg_group;390.1;2023-06-07
5e62da1b56a3;padberg_group;351.32;2023-06-07
830b6992ff56;padberg_group;73.16;2023-06-07
e11e404968b5;padberg_group;246.42;2023-06-07
777e45cc4f01;padberg_group;346.94;2023-06-07
38623fc364ce;padberg_group;232.83;2023-06-07
a4a1e99cbd2b;padberg_group;432.78;2023-06-07
10ef51047a35;padberg_group;101.57;2023-06-07
85e39817fc6e;padberg_group;106.82;2023-06-07
d51efbd04a9e;padberg_group;64.19;2023-06-07
cdaaca7f7c7c;padberg_group;391.93;2023-06-08
c290a50acd69;padberg_group;86.95;2023-06-08
350e3e1afa76;padberg_group;346.64;2023-06-08
7db690dcc4a7;padberg_group;389.3;2023-06-08
8c58ed9100fa;padberg_group;494.95;2023-06-08
83b7c7a13327;padberg_group;486.32;2023-06-08
d47bba1901c1;padberg_group;73.65;2023-06-08
643a35d1b1c0;padberg_group;108.15;2023-06-08
d6cf104ae978;padberg_group;329.18;2023-06-08
201f2cab80cf;padberg_group;198.75;2023-06-08
d9068b52e5f0;padberg_group;219.61;2023-06-08
7ea84637e8d5;padberg_group;44.9;2023-06-08
2086c6b9de2d;padberg_group;194.02;2023-06-08
86e243f3953a;padberg_group;259.36;2023-06-08
f394ac42989c;padberg_group;257.84;2023-06-08
e5d092f5665a;padberg_group;442.91;2023-06-08
47e35bebb0ef;padberg_group;180.97;2023-06-08
d0802257b682;padberg_group;213.49;2023-06-08
0787a19c9151;padberg_group;151.55;2023-06-08
b54da8ba5efb;padberg_group;168.5;2023-06-08
30209391d0fd;padberg_group;436.01;2023-06-08
de31f6a05cfe;padberg_group;462.81;2023-06-08
5b39eaf42aee;padberg_group;136.75;2023-06-08
8036f8e3ed2d;padberg_group;274.65;2023-06-08
5b45dc630139;padberg_group;390.4;2023-06-08
e35190504a80;padberg_group;200.65;2023-06-08
fc69ec2bd209;padberg_group;276.68;2023-06-08
0d7e00133fe8;padberg_group;105.91;2023-06-08
c0e16376923b;padberg_group;371.76;2023-06-08
8336b8d8aa43;padberg_group;224.41;2023-06-08
fb6bfe787313;padberg_group;66.68;2023-06-08
fff7c9505356;padberg_group;221.58;2023-06-09
292c1482e266;padberg_group;63.26;2023-06-09
104147249db3;padberg_group;404.8;2023-06-09
3822d5dbef2a;padberg_group;141.44;2023-06-09
363266e8dd75;padberg_group;141.08;2023-06-09
57544d10fe56;padberg_group;148.1;2023-06-09
5f21aa626c93;padberg_group;363.98;2023-06-09
82f85b56eb12;padberg_group;365.61;2023-06-09
a2d9639a545e;padberg_group;313.68;2023-06-09
b175d458ab35;padberg_group;39.8;2023-06-09
d8be1993602c;padberg_group;241.57;2023-06-09
48b93bc28b75;padberg_group;415.36;2023-06-09
ed07c385086f;padberg_group;362.53;2023-06-09
27433ce5143f;padberg_group;275.21;2023-06-09
20493a72b2fc;padberg_group;226.28;2023-06-09
bde7e1be99f8;padberg_group;216.1;2023-06-09
f27c7a7d3228;padberg_group;403.44;2023-06-09
1a69d30325c4;padberg_group;131.99;2023-06-09
0801f6b1017a;padberg_group;318.98;2023-06-09
8be02dcdc596;padberg_group;262.85;2023-06-09
db839804b9e0;padberg_group;79.94;2023-06-09
0ad616c8225f;padberg_group;309.67;2023-06-09
634febac7d6a;padberg_group;129.06;2023-06-09
b68cc59fc892;padberg_group;88.51;2023-06-09
44aadcba1350;padberg_group;232.34;2023-06-09
57b921cbaff2;padberg_group;207.48;2023-06-09
4ac12c6aa34a;padberg_group;281.0;2023-06-09
700cfe5855ea;padberg_group;50.82;2023-06-09
17e869b4fd49;padberg_group;98.96;2023-06-09
0685104f915f;padberg_group;244.45;2023-06-09
e47e4c3b9723;padberg_group;149.3;2023-06-09
6c4500f0ad0b;padberg_group;371.18;2023-06-09
c41f8e35ebd1;padberg_group;429.02;2023-06-09
1909293beee3;padberg_group;159.2;2023-06-09
7b1a6bed3027;padberg_group;271.76;2023-06-09
38fa5165e762;padberg_group;410.92;2023-06-10
6960bc04370f;padberg_group;354.15;2023-06-10
7cc720715a4a;padberg_group;236.2;2023-06-10
41d20f1bbf7f;padberg_group;334.87;2023-06-10
5b79dbab5e5c;padberg_group;296.77;2023-06-10
d368d4b3ecfe;padberg_group;317.89;2023-06-10
bffd948d9fcc;padberg_group;495.41;2023-06-10
a96da253396d;padberg_group;86.56;2023-06-10
17dd5b6aac0d;padberg_group;444.72;2023-06-10
d79606f5a1ea;padberg_group;401.21;2023-06-10
baebf97acbff;padberg_group;379.78;2023-06-10
32a7bd5e72b8;padberg_group;177.8;2023-06-10
50aa7d295481;padberg_group;206.69;2023-06-10
c18b8bdfc977;padberg_group;440.71;2023-06-10
5ac014a47079;padberg_group;103.29;2023-06-10
dc3a0cf7e37f;padberg_group;218.65;2023-06-10
78f8cf1f93cd;padberg_group;138.13;2023-06-10
075a0b99b673;padberg_group;85.39;2023-06-10
631147a9a81f;padberg_group;457.8;2023-06-10
daa1018f7037;padberg_group;201.88;2023-06-10
f58bffece826;padberg_group;323.72;2023-06-10
a8b44bf6f870;padberg_group;72.7;2023-06-10
4cc0c4bec68a;padberg_group;44.58;2023-06-10
f1158afde105;padberg_group;81.36;2023-06-10
248ba14e7262;padberg_group;499.37;2023-06-10
44975c7550f2;padberg_group;396.5;2023-06-10
6cb5fa057238;padberg_group;45.16;2023-06-10
2a284f58414d;padberg_group;265.93;2023-06-10
4d21352e784b;padberg_group;122.85;2023-06-10
cabe3491cfbc;padberg_group;132.58;2023-06-10
83158f7f7e84;padberg_group;225.48;2023-06-10
aa319599d67b;padberg_group;148.71;2023-06-10
170798eded42;padberg_group;265.98;2023-06-10
9e0fa0c2a678;padberg_group;57.04;2023-06-10
083bed31baa8;padberg_group;235.18;2023-06-10
9bb99020a4bc;padberg_group;78.77;2023-06-11
b18b2863c08a;padberg_group;217.79;2023-06-11
072596c8db61;padberg_group;179.82;2023-06-11
9b3f43354a26;padberg_group;421.96;2023-06-11
d17937f1b81f;padberg_group;231.07;2023-06-11
c0be63eb4b28;padberg_group;439.63;2023-06-11
fcd13b7015ab;padberg_group;337.58;2023-06-11
bdba66023be6;padberg_group;494.43;2023-06-11
d21503fcf649;padberg_group;42.19;2023-06-11
9061f78333eb;padberg_group;224.54;2023-06-11
e40f13a5e7d5;padberg_group;118.35;2023-06-11
d3f484af769f;padberg_group;69.55;2023-06-11
5e9dcd76be5e;padberg_group;460.72;2023-06-11
553b81fde514;padberg_group;122.08;2023-06-11
83430b1716ec;padberg_group;126.06;2023-06-11
0a7056d9a0c6;padberg_group;358.88;2023-06-11
a78cbcca17cf;padberg_group;343.33;2023-06-11
7167bbf3b307;padberg_group;161.22;2023-06-11
68bc1ed2d9d2;padberg_group;359.72;2023-06-11
c608bd67c695;padberg_group;378.37;2023-06-11
2d04e1a75691;padberg_group;42.67;2023-06-11
784d0c38b767;padberg_group;463.28;2023-06-11
05ed0d463fb6;padberg_group;445.43;2023-06-11
22df4b017967;padberg_group;160.26;2023-06-11
a2f077a9f724;padberg_group;281.73;2023-06-11
369ad81d7b32;padberg_group;113.4;2023-06-11
2b5312572023;padberg_group;243.66;2023-06-11
f71cc2ee52e0;padberg_group;164.85;2023-06-11
72ce3caf966d;padberg_group;318.5;2023-06-11
1e6391617e6a;padberg_group;432.24;2023-06-11
b424900357c0;padberg_group;482.59;2023-06-11
6762d6ea8cd7;padberg_group;305.88;2023-06-11
c7063a729a84;padberg_group;80.16;2023-06-11
fc6c0d69f010;padberg_group;200.6;2023-06-11
ff12cc91c8a9;padberg_group;439.43;2023-06-11
0e361dee5984;padberg_group;55.07;2023-06-11
cf439f7a0e84;padberg_group;465.8;2023-06-11
c73ae580f618;padberg_group;267.05;2023-06-11
069997325d87;padberg_group;224.85;2023-06-11
d7e7c42771cb;padberg_group;55.04;2023-06-11
d9c3fe37f53f;padberg_group;321.36;2023-06-11
b250d3747b86;padberg_group;177.41;2023-06-11
0e382f90d126;padberg_group;133.53;2023-06-11
d3d3a4e9b2b9;padberg_group;474.22;2023-06-11
f12597815093;padberg_group;375.94;2023-06-11
f83a9c755e0d;padberg_group;207.69;2023-06-12
3d513860bf5e;padberg_group;203.59;2023-06-12
4e7226e39f32;padberg_group;378.32;2023-06-12
c1b39f83238f;padberg_group;119.28;2023-06-12
854c7ec34543;padberg_group;281.58;2023-06-12
2ebee7ad05dd;padberg_group;77.6;2023-06-12
5cd999f6b3ed;padberg_group;472.82;2023-06-12
74ff2c762e72;padberg_group;191.08;2023-06-12
ccd972df23e6;padberg_group;371.82;2023-06-12
77dd5bb389ce;padberg_group;278.85;2023-06-12
10cb76e7b782;padberg_group;43.65;2023-06-12
7aab736b1f6a;padberg_group;345.42;2023-06-12
936b8443a3b0;padberg_group;253.79;2023-06-12
e126d407a3b8;padberg_group;163.19;2023-06-12
440f8a0b9e7d;padberg_group;271.55;2023-06-12
21ccfaba8f9f;padberg_group;267.98;2023-06-12
912f55c1e591;padberg_group;36.75;2023-06-13
d9178c45152b;padberg_group;466.06;2023-06-13
1900229eb55e;padberg_group;197.34;2023-06-13
50bdbbe01c26;padberg_group;57.0;2023-06-13
ac358185ff43;padberg_group;201.3;2023-06-13
6dd063d0d84a;padberg_group;108.58;2023-06-13
dac2a45d6dfb;padberg_group;53.45;2023-06-13
e1cd3384a1df;padberg_group;376.71;2023-06-13
4a25d149a3be;padberg_group;253.5;2023-06-13
670ad842ee39;padberg_group;287.7;2023-06-13
5ffba5153791;padberg_group;487.67;2023-06-13
84a191b444e6;padberg_group;238.12;2023-06-13
c2e5f8230838;padberg_group;490.82;2023-06-13
985cf17dc809;padberg_group;227.98;2023-06-13
2a28275f6d5d;padberg_group;43.25;2023-06-13
7143d7acfce9;padberg_group;69.14;2023-06-13
9018cc5d0214;padberg_group;194.49;2023-06-13
ca93b62ca46b;padberg_group;246.63;2023-06-13
240081db0cbb;padberg_group;490.54;2023-06-13
f2a8ca3a6e3b;padberg_group;247.26;2023-06-13
add9b971ca80;padberg_group;367.13;2023-06-13
5e9f906392e7;padberg_group;449.4;2023-06-13
9ca9c22714de;padberg_group;469.7;2023-06-13
b0abc5459fa4;padberg_group;55.54;2023-06-13
5f7f4fb62fd7;padberg_group;135.13;2023-06-13
3a52284f9808;padberg_group;189.34;2023-06-13
40b116238112;padberg_group;497.27;2023-06-13
bde3badc3180;padberg_group;148.71;2023-06-13
c0116214ec3f;padberg_group;86.83;2023-06-13
edb54b980d9f;padberg_group;269.39;2023-06-13
5054a808de14;padberg_group;71.71;2023-06-13
1ae0b20c2757;padberg_group;459.04;2023-06-13
4d6b0806caaf;padberg_group;418.75;2023-06-13
148dd7683c5d;padberg_group;428.59;2023-06-13
a6119880068d;padberg_group;119.42;2023-06-13
3f6746bda0a8;padberg_group;447.74;2023-06-14
5a9afa79a132;padberg_group;415.2;2023-06-14
036c033558b3;padberg_group;336.97;2023-06-14
a0aa0a810077;padberg_group;390.58;2023-06-14
b6d439127d7e;padberg_group;133.51;2023-06-14
70472ccb13f6;padberg_group;475.19;2023-06-14
b36c9f82ccc1;padberg_group;214.86;2023-06-14
3159ad8c3310;padberg_group;151.5;2023-06-14
3d84029a1443;padberg_group;310.72;2023-06-14
64cf3a209e7d;padberg_group;365.87;2023-06-14
6cbe5e93fded;padberg_group;243.47;2023-06-14
3b9efeda4c22;padberg_group;267.72;2023-06-14
34f43ca2586e;padberg_group;457.98;2023-06-14
a5ff6437e93e;padberg_group;98.65;2023-06-14
f2cb5a64f7f5;padberg_group;321.45;2023-06-14
77fe300f9da2;padberg_group;140.66;2023-06-14
e057568eeb18;padberg_group;142.58;2023-06-14
cee471d80f23;padberg_group;384.08;2023-06-14
4ef502f6a79e;padberg_group;204.61;2023-06-14
b228b58cd6e1;padberg_group;169.26;2023-06-14
02888e55cea9;padberg_group;412.52;2023-06-14
922ee756dc5f;padberg_group;415.52;2023-06-14
8250b16689cb;padberg_group;30.8;2023-06-14
46746df98a2f;padberg_group;205.89;2023-06-14
dce36bd1a5d2;padberg_group;350.34;2023-06-14
62b79d71ea96;padberg_group;260.03;2023-06-14
a3193fa75268;padberg_group;95.64;2023-06-14
67a2c5483018;padberg_group;88.37;2023-06-14
a8b860693763;padberg_group;180.22;2023-06-14
18fd9a94c5da;padberg_group;90.08;2023-06-14
43c1bf87b2c8;padberg_group;171.08;2023-06-14
34db44fe16f5;padberg_group;321.66;2023-06-14
258b652280fc;padberg_group;200.4;2023-06-14
14812b110439;padberg_group;330.84;2023-06-14
d026238bdfc2;padberg_group;324.49;2023-06-14
50729cd59b4c;padberg_group;30.49;2023-06-14
3a6d8fed7f19;padberg_group;156.86;2023-06-14
07f6a9160534;padberg_group;409.92;2023-06-15
ffe638881762;padberg_group;413.09;2023-06-15
2a0f715b8d5f;padberg_group;457.95;2023-06-15
e3e0bf5d6264;padberg_group;335.03;2023-06-15
6fca69f48292;padberg_group;126.28;2023-06-15
2ae136cfebfe;padberg_group;186.22;2023-06-15
ab3e29d59800;padberg_group;172.12;2023-06-15
4a7d331d1539;padberg_group;297.05;2023-06-15
c031ea8892cc;padberg_group;141.44;2023-06-15
273324e58d86;padberg_group;365.46;2023-06-15
59b014008075;padberg_group;413.06;2023-06-15
8d47040d1e37;padberg_group;242.02;2023-06-15
7cf1807057cd;padberg_group;478.39;2023-06-15
dbd2000db8ad;padberg_group;189.37;2023-06-15
39089d1dcd72;padberg_group;110.97;2023-06-15
fa53545bada0;padberg_group;416.49;2023-06-15
52d7ccb4f5da;padberg_group;36.79;2023-06-15
4d2a7e6818c6;padberg_group;131.66;2023-06-15
d4f950bebc3f;padberg_group;53.78;2023-06-15
d5c6d9339b88;padberg_group;150.08;2023-06-15
b7d3056d7e19;padberg_group;56.85;2023-06-15
713ec98ef48d;padberg_group;394.28;2023-06-15
8fc513a55038;padberg_group;410.99;2023-06-15
6377edfc4e88;padberg_group;53.59;2023-06-15
a0c34160d5d4;padberg_group;164.11;2023-06-15
dfdfca80bca7;padberg_group;53.1;2023-06-15
edf5a766e723;padberg_group;414.33;2023-06-15
233cd13743a0;padberg_group;140.84;2023-06-15
89bb3abcc195;padberg_group;461.7;2023-06-15
981a6bacc607;padberg_group;149.25;2023-06-15
4d87181998ed;padberg_group;355.61;2023-06-15
040912921c84;padberg_group;171.91;2023-06-15
6ebdc1b62eb9;padberg_group;275.94;2023-06-15
80655d4e60a2;padberg_group;459.72;2023-06-15
7d747bfe439b;padberg_group;110.95;2023-06-15
61dc7d3303ff;padberg_group;137.7;2023-06-15
3aa1720fed8e;padberg_group;338.47;2023-06-15
51598a74659d;padberg_group;221.67;2023-06-15
99e5cd42d24e;padberg_group;37.01;2023-06-15
47ff97864c95;padberg_group;279.2;2023-06-15
170b9ef45f3f;padberg_group;437.43;2023-06-15
291abd354716;padberg_group;355.32;2023-06-15
e85e131e5d18;padberg_group;161.22;2023-06-15
885bd05edcc8;padberg_group;209.21;2023-06-15
48894567e8ff;padberg_group;85.98;2023-06-15
f4086ccab01c;padberg_group;284.71;2023-06-15
70324d260e48;padberg_group;472.13;2023-06-15
1191e65d54d8;padberg_group;422.02;2023-06-15
2a4529b035ec;padberg_group;280.99;2023-06-16
3bc621a71e5d;padberg_group;310.27;2023-06-16
db874669cd70;padberg_group;266.55;2023-06-16
4b1cc6420e3b;padberg_group;47.56;2023-06-16
5b02e727a20e;padberg_group;233.21;2023-06-16
5b3b3013bc85;padberg_group;57.05;2023-06-16
4f74d328b545;padberg_group;155.43;2023-06-16
3e9d6d56ef02;padberg_group;284.53;2023-06-16
44082e1aa2af;padberg_group;332.84;2023-06-16
0d9afdb741fe;padberg_group;343.14;2023-06-16
bed644943719;padberg_group;412.21;2023-06-16
06e676a1bc12;padberg_group;256.74;2023-06-16
0ac80c0524dc;padberg_group;274.26;2023-06-16
fb152a843ffb;padberg_group;326.41;2023-06-16
dfcb802fca17;padberg_group;55.26;2023-06-16
7d633e0d57a2;padberg_group;328.05;2023-06-16
4bc626a09553;padberg_group;157.08;2023-06-16
